ts,symbol,side,entry,tp,sl,exit,result,pnl,balance
2024-01-26 05:45:00+00:00,BTC/USDT,SELL,40091.3,39535.3,40300.0,40300.0,SL,-9.713704781232203e-14,6.475803187488134e-14
2024-01-26 06:00:00+00:00,BTC/USDT,SELL,40116.4,39535.3,40280.0,40280.0,SL,-3.8854819124928806e-14,2.5903212749952535e-14
2024-01-26 06:15:00+00:00,BTC/USDT,SELL,40103.1,39535.3,40280.0,40280.0,SL,-1.554192764997152e-14,1.0361285099981015e-14
2024-01-26 06:30:00+00:00,BTC/USDT,SELL,40072.9,39535.3,40280.0,40280.0,SL,-6.216771059988609e-15,4.1445140399924065e-15
2024-01-26 06:45:00+00:00,BTC/USDT,SELL,39993.0,39535.3,40280.0,40280.0,SL,-2.486708423995444e-15,1.6578056159969624e-15
2024-01-26 07:00:00+00:00,BTC/USDT,SELL,39976.4,39535.3,40280.0,40280.0,SL,-9.946833695981773e-16,6.631222463987851e-16
2024-01-26 08:00:00+00:00,BTC/USDT,SELL,40085.0,39535.3,40408.0,40408.0,SL,-3.97873347839271e-16,2.6524889855951407e-16
2024-01-26 08:15:00+00:00,BTC/USDT,SELL,40152.3,39535.3,40408.0,40408.0,SL,-1.5914933913570846e-16,1.0609955942380561e-16
2024-01-26 08:30:00+00:00,BTC/USDT,SELL,40141.4,39535.3,40408.0,40408.0,SL,-6.365973565428336e-17,4.243982376952225e-17
2024-01-26 08:45:00+00:00,BTC/USDT,SELL,40118.3,39535.3,40408.0,40408.0,SL,-2.546389426171335e-17,1.69759295078089e-17
2024-01-26 09:00:00+00:00,BTC/USDT,SELL,40177.4,39535.3,40408.0,40408.0,SL,-1.018555770468534e-17,6.790371803123559e-18
2024-01-26 09:15:00+00:00,BTC/USDT,SELL,40172.8,39535.3,40408.0,40408.0,SL,-4.074223081874136e-18,2.716148721249423e-18
2024-01-26 09:30:00+00:00,BTC/USDT,SELL,40295.3,39535.3,40408.0,40408.0,SL,-1.6296892327496538e-18,1.0864594884997691e-18
2024-01-26 09:45:00+00:00,BTC/USDT,SELL,40065.6,39535.3,40408.0,40408.0,SL,-6.518756930998614e-19,4.345837953999077e-19
2024-01-26 10:00:00+00:00,BTC/USDT,SELL,40109.0,39535.3,41350.0,41350.0,SL,-2.6075027723994466e-19,1.7383351815996304e-19
